"Fecha","Temperatura","Humedad","Precipitación Total"
"2017-05-11 23",16.47,58.32,0
"2017-05-12 00",16.33,61.92,0
"2017-05-12 01",15.97,65.9,0
"2017-05-12 02",15.39,70.33,0
"2017-05-12 03",14.36,78.45,0
"2017-05-12 04",13.26,81.94,0
"2017-05-12 05",12.97,74.75,0
"2017-05-12 06",12.09,81.15,0
"2017-05-12 07",12.6,79.62,0
"2017-05-12 08",15.43,65,0
"2017-05-12 09",17.76,55.99,0
"2017-05-12 10",19.77,50.78,0
"2017-05-12 11",21.51,42.78,0
"2017-05-12 12",22.63,40.21,0
"2017-05-12 13",23.24,36.58,0
"2017-05-12 14",23.7,35.33,0
"2017-05-12 15",25.33,28.86,0
"2017-05-12 16",25.58,25.31,0
"2017-05-12 17",24.9,26.5,0
"2017-05-12 18",22.91,36.3,0
"2017-05-12 19",20.33,51.04,0
"2017-05-12 20",19.58,52.44,0
"2017-05-12 21",18.26,53.41,0
"2017-05-12 22",17.28,61.43,0
"2017-05-12 23",15.97,65.04,0
"2017-05-13 00",15.65,65.3,0
"2017-05-13 01",15.49,66.75,0
"2017-05-13 02",15.23,66.44,0
"2017-05-13 03",14.33,73.12,0
"2017-05-13 04",14.5,72.61,0
"2017-05-13 05",14.07,72.06,0
"2017-05-13 06",13.49,74.93,0
"2017-05-13 07",13.77,72.99,0
"2017-05-13 08",15.45,64.96,0
"2017-05-13 09",16.7,61.2,0
"2017-05-13 10",18.76,51.69,0
"2017-05-13 11",20.09,46.47,
"2017-05-13 12",,,
"2017-05-13 13",,,
"2017-05-13 14",,,
"2017-05-13 15",,,
"2017-05-13 16",,,
"2017-05-13 17",,,
"2017-05-13 18",,,
"2017-05-13 19",,,
"2017-05-13 20",,,
"2017-05-13 21",,,
"2017-05-13 22",,,
"2017-05-13 23",,,
"2017-05-14 00",,,
"2017-05-14 01",,,
"2017-05-14 02",,,
"2017-05-14 03",,,
"2017-05-14 04",,,
"2017-05-14 05",,,
"2017-05-14 06",,,
"2017-05-14 07",,,
"2017-05-14 08",,,
"2017-05-14 09",,,
"2017-05-14 10",,,
"2017-05-14 11",,,
"2017-05-14 12",,,
"2017-05-14 13",,,
"2017-05-14 14",,,
"2017-05-14 15",,,
"2017-05-14 16",,,
"2017-05-14 17",,,
"2017-05-14 18",,,
"2017-05-14 19",,,
"2017-05-14 20",,,
"2017-05-14 21",,,
"2017-05-14 22",,,
"2017-05-14 23",,,
"2017-05-15 00",,,
"2017-05-15 01",,,
"2017-05-15 02",,,
"2017-05-15 03",,,
"2017-05-15 04",,,
"2017-05-15 05",,,
"2017-05-15 06",,,
"2017-05-15 07",,,
"2017-05-15 08",,,
"2017-05-15 09",,,
"2017-05-15 10",,,
"2017-05-15 11",,,
"2017-05-15 12",,,
"2017-05-15 13",,,
"2017-05-15 14",,,
"2017-05-15 15",,,
"2017-05-15 16",,,
"2017-05-15 17",,,
"2017-05-15 18",,,
"2017-05-15 19",,,
"2017-05-15 20",,,
"2017-05-15 21",,,
"2017-05-15 22",,,
"2017-05-15 23",,,
"2017-05-16 00",,,
"2017-05-16 01",,,
"2017-05-16 02",,,
"2017-05-16 03",,,
"2017-05-16 04",,,
"2017-05-16 05",,,
"2017-05-16 06",,,
"2017-05-16 07",,,
"2017-05-16 08",,,
"2017-05-16 09",,,
"2017-05-16 10",,,
"2017-05-16 11",,,
"2017-05-16 12",,,
"2017-05-16 13",,,
"2017-05-16 14",,,
"2017-05-16 15",,,
"2017-05-16 16",,,
"2017-05-16 17",,,
"2017-05-16 18",,,
"2017-05-16 19",,,
"2017-05-16 20",,,
"2017-05-16 21",,,
"2017-05-16 22",,,
"2017-05-16 23",,,
"2017-05-17 00",,,
"2017-05-17 01",,,
"2017-05-17 02",,,
"2017-05-17 03",,,
"2017-05-17 04",,,
"2017-05-17 05",,,
"2017-05-17 06",,,
"2017-05-17 07",,,
"2017-05-17 08",,,
"2017-05-17 09",,,
"2017-05-17 10",,,
"2017-05-17 11",,,
"2017-05-17 12",,,
"2017-05-17 13",,,
"2017-05-17 14",,,
"2017-05-17 15",,,
"2017-05-17 16",,,
"2017-05-17 17",,,
"2017-05-17 18",,,
"2017-05-17 19",,,
"2017-05-17 20",,,
"2017-05-17 21",,,
"2017-05-17 22",,,
"2017-05-17 23",,,
"2017-05-18 00",,,
"2017-05-18 01",,,
"2017-05-18 02",17.6,72.9,
"2017-05-18 03",17.23,76.11,0
"2017-05-18 04",16.61,70.25,0
"2017-05-18 05",16.29,71.26,0
"2017-05-18 06",15.57,76.75,0
"2017-05-18 07",15.78,73.65,0
"2017-05-18 08",18.1,63.95,0
"2017-05-18 09",20.7,53.3,0
"2017-05-18 10",22.28,47.36,0
"2017-05-18 11",23.62,43.5,0
"2017-05-18 12",24.95,38.12,0
"2017-05-18 13",26.37,32.63,0
"2017-05-18 14",27.82,27.62,0
"2017-05-18 15",28.56,25.91,0
"2017-05-18 16",28.13,27.02,0
"2017-05-18 17",26.77,34.37,0
"2017-05-18 18",25.07,45.09,0
"2017-05-18 19",25.99,31.28,0
"2017-05-18 20",24.23,41.7,0
"2017-05-18 21",23.64,34.16,0
"2017-05-18 22",21.82,46.07,0
"2017-05-18 23",21.3,43.4,0
"2017-05-19 00",20.48,47.54,0
"2017-05-19 01",19.72,48.68,0
"2017-05-19 02",19.05,49.98,0
"2017-05-19 03",18.5,52.72,0
"2017-05-19 04",17.32,57.15,0
"2017-05-19 05",16.33,61.36,0
"2017-05-19 06",15.59,64.2,0
"2017-05-19 07",16.23,60.19,0
"2017-05-19 08",19.13,51.8,0
"2017-05-19 09",21.14,44.83,0
"2017-05-19 10",22.62,42.6,0
"2017-05-19 11",24.19,36.69,0
"2017-05-19 12",25.9,32.54,0
"2017-05-19 13",27.44,27.77,0
"2017-05-19 14",28.27,24.11,0
"2017-05-19 15",29.49,20.81,0
"2017-05-19 16",28.88,21.64,0
"2017-05-19 17",27.63,27.4,0
"2017-05-19 18",26.31,33.1,0
"2017-05-19 19",25.3,40.74,0
"2017-05-19 20",23.59,42.86,0
"2017-05-19 21",22.29,47.06,0
"2017-05-19 22",20.13,56.21,0
"2017-05-19 23",19.32,54.43,0
"2017-05-20 00",19.45,53.43,0
"2017-05-20 01",19.77,49.02,0
"2017-05-20 02",19.81,42.4,0
"2017-05-20 03",18.77,47.35,0
"2017-05-20 04",17.43,54.52,0
"2017-05-20 05",16.26,57.39,0
"2017-05-20 06",15.94,57.07,0
"2017-05-20 07",16.31,54.36,0
"2017-05-20 08",19.12,46.88,0
"2017-05-20 09",20.46,42.14,0
"2017-05-20 10",22.92,36.29,0
"2017-05-20 11",25.07,30.32,0
"2017-05-20 12",26.67,25.96,0
"2017-05-20 13",28.03,23.56,0
"2017-05-20 14",28.49,23.29,0
"2017-05-20 15",29.12,22.89,0
"2017-05-20 16",29.5,23.34,0
"2017-05-20 17",28.05,27.91,0
"2017-05-20 18",24.23,34.84,0
"2017-05-20 19",21.8,44.25,0
"2017-05-20 20",22.44,43.78,0
"2017-05-20 21",22.59,41.13,0
"2017-05-20 22",23.17,31.64,0
"2017-05-20 23",22.89,31.21,0
"2017-05-21 00",21.52,35.48,0
"2017-05-21 01",19.68,43.25,0
"2017-05-21 02",18.54,45.7,0
"2017-05-21 03",17.99,45.37,0
"2017-05-21 04",17.12,47.9,0
"2017-05-21 05",16.32,52.55,0
"2017-05-21 06",16.1,58.67,0
"2017-05-21 07",16.3,63.54,0
"2017-05-21 08",17.07,67.05,0
"2017-05-21 09",18.39,63.88,0
"2017-05-21 10",19.81,58.38,0
"2017-05-21 11",21.84,49.43,0
"2017-05-21 12",23.54,40.8,0
"2017-05-21 13",25.33,35.34,0
"2017-05-21 14",26.08,32.3,0
"2017-05-21 15",27.39,26.02,0
"2017-05-21 16",28.26,24.4,0
"2017-05-21 17",28.43,25.34,0
"2017-05-21 18",26.99,31.16,0
"2017-05-21 19",19.64,74.18,11
"2017-05-21 20",17.68,78.16,0.2
"2017-05-21 21",17.48,78.08,0.2
"2017-05-21 22",18.29,65.35,0
"2017-05-21 23",18.48,61.71,0
"2017-05-22 00",17.6,67.26,0
"2017-05-22 01",17.11,71.68,0
"2017-05-22 02",16.58,72.16,0
"2017-05-22 03",16.03,73.39,0
"2017-05-22 04",15.59,74.63,0
"2017-05-22 05",15.46,75.98,0
"2017-05-22 06",15.56,75.6,0
"2017-05-22 07",16.47,70.51,0
"2017-05-22 08",17.95,65.23,0
"2017-05-22 09",19.55,59.5,0
"2017-05-22 10",20.96,54.19,0
"2017-05-22 11",22.59,48.72,0
"2017-05-22 12",24.32,41.3,0
"2017-05-22 13",25.94,35.7,0
"2017-05-22 14",27.44,26.11,0
"2017-05-22 15",28.56,21.77,0
"2017-05-22 16",29.01,22.4,0
"2017-05-22 17",27.17,33.27,0
"2017-05-22 18",24.78,45.97,0
"2017-05-22 19",20.82,69.36,6.2
"2017-05-22 20",17.71,84.48,0.1
"2017-05-22 21",18.05,77.52,0
"2017-05-22 22",18.9,72.24,0
"2017-05-22 23",18.93,71.97,0
"2017-05-23 00",18.5,69.43,0
"2017-05-23 01",18.42,70.72,0
"2017-05-23 02",18.33,69.06,0
"2017-05-23 03",17.17,71.12,0
"2017-05-23 04",16.28,70.94,0
"2017-05-23 05",15.74,70.44,0
"2017-05-23 06",15.5,70.16,0
"2017-05-23 07",15.83,72.85,0
"2017-05-23 08",18.55,61.39,0
"2017-05-23 09",20.47,54.87,0
"2017-05-23 10",22.33,48.78,0
"2017-05-23 11",24.26,36.84,0
"2017-05-23 12",26.03,25.12,0
"2017-05-23 13",27.48,17.54,0
"2017-05-23 14",28.34,15.63,0
"2017-05-23 15",29.19,13.76,0
"2017-05-23 16",29.73,13.98,0
"2017-05-23 17",29.71,15.45,0
"2017-05-23 18",28.05,28.73,0
"2017-05-23 19",26.48,39.45,0
"2017-05-23 20",25.46,42.6,0
"2017-05-23 21",22.55,60.11,0
"2017-05-23 22",19.95,69.34,1.4
"2017-05-23 23",18.46,74.66,0
"2017-05-24 00",18.59,75.23,0
"2017-05-24 01",18.66,75.51,0
"2017-05-24 02",18.1,77.78,0
"2017-05-24 03",17.63,81.58,0
"2017-05-24 04",16.5,80.91,0
"2017-05-24 05",15.96,76.81,0
"2017-05-24 06",15.85,75.36,0
"2017-05-24 07",15.88,74.27,0
"2017-05-24 08",17.56,68.72,
"2017-05-24 09",,,
"2017-05-24 10",,,
"2017-05-24 11",,,
"2017-05-24 12",,,
"2017-05-24 13",,,
"2017-05-24 14",,,
"2017-05-24 15",,,
"2017-05-24 16",,,
"2017-05-24 17",,,
"2017-05-24 18",,,
"2017-05-24 19",,,
"2017-05-24 20",,,
"2017-05-24 21",,,
"2017-05-24 22",,,
"2017-05-24 23",18.92,55.4,0
"2017-05-25 00",18.51,59.41,0
"2017-05-25 01",18.52,60.11,0
"2017-05-25 02",16.79,72.99,4.6
"2017-05-25 03",13.8,83.27,0.1
"2017-05-25 04",13.68,85.36,0
"2017-05-25 05",14.26,85.52,0
"2017-05-25 06",14.88,78.99,0.2
"2017-05-25 07",15.08,80.85,0
"2017-05-25 08",15.84,73.11,0
"2017-05-25 09",17.57,66.47,0
"2017-05-25 10",19.07,58.23,0
"2017-05-25 11",20.48,52.36,0
"2017-05-25 12",22.06,46.94,0
"2017-05-25 13",24.3,36.02,0
"2017-05-25 14",25.54,31.35,0
"2017-05-25 15",26.66,28.25,0
"2017-05-25 16",25.87,30.82,0
"2017-05-25 17",22.18,46.2,3.5
"2017-05-25 18",15.5,81.37,3.1
"2017-05-25 19",15.04,81.62,0.7
"2017-05-25 20",15.57,83.15,0.6
"2017-05-25 21",15.19,81.68,0
"2017-05-25 22",15.8,77.7,0
"2017-05-25 23",15.55,82.82,0
"2017-05-26 00",15.03,86.08,0.1
"2017-05-26 01",14.88,81.02,0
"2017-05-26 02",14.66,77.93,0
"2017-05-26 03",14.26,78.24,0
"2017-05-26 04",13.65,82.88,0
"2017-05-26 05",13.41,84.3,0
"2017-05-26 06",13.02,80.23,0
"2017-05-26 07",13.22,75.19,0
"2017-05-26 08",16.34,65.07,0
"2017-05-26 09",18.44,59.34,0
"2017-05-26 10",20.6,51.99,0
"2017-05-26 11",22.6,45.02,0
"2017-05-26 12",24.38,36.13,0
"2017-05-26 13",26,23.15,0
"2017-05-26 14",26.8,17.64,0
"2017-05-26 15",27.46,18.31,0
"2017-05-26 16",27.92,19.35,0
"2017-05-26 17",27.92,20.59,0
"2017-05-26 18",27.1,21.89,0
"2017-05-26 19",25.17,34.04,0
"2017-05-26 20",24.12,38.44,0
"2017-05-26 21",23.33,37.34,0
"2017-05-26 22",22.54,26.93,0
"2017-05-26 23",21.69,31.36,0
"2017-05-27 00",20.26,37.69,0
"2017-05-27 01",18.38,45,0
"2017-05-27 02",17.29,49.39,0
"2017-05-27 03",16.89,53.94,0
"2017-05-27 04",16.34,58.1,0
"2017-05-27 05",16.02,61.93,0
"2017-05-27 06",16.29,62,0
"2017-05-27 07",16.38,69,0
"2017-05-27 08",17.36,66.46,0
"2017-05-27 09",18.68,54.08,0
"2017-05-27 10",19.76,45.51,0
"2017-05-27 11",21.51,44.27,0
"2017-05-27 12",23.01,39.9,0
"2017-05-27 13",24.46,33.88,0
"2017-05-27 14",25.65,26.19,0
"2017-05-27 15",26.32,25.24,0
"2017-05-27 16",26.63,23.94,0
"2017-05-27 17",27.03,24.28,0
"2017-05-27 18",25.88,31.82,0
"2017-05-27 19",24.75,38.67,0
"2017-05-27 20",22.57,47.65,0.1
"2017-05-27 21",20.02,62.28,0
"2017-05-27 22",18,71.87,0.2
"2017-05-27 23",16.58,72.94,0.6
"2017-05-28 00",16.77,68.79,0
"2017-05-28 01",17.08,63.15,0
"2017-05-28 02",16.83,66.65,0
"2017-05-28 03",16.46,72.29,0
"2017-05-28 04",15.87,73.62,0
"2017-05-28 05",15.4,77.88,0
"2017-05-28 06",15.31,79.36,0
"2017-05-28 07",15.49,79.47,0
"2017-05-28 08",17.51,68.68,0
"2017-05-28 09",18.64,62.62,0
"2017-05-28 10",19.51,58.49,0
"2017-05-28 11",20.97,52.37,0
"2017-05-28 12",22.36,45.66,0
"2017-05-28 13",24.37,34.17,0
"2017-05-28 14",25.45,28.21,0
"2017-05-28 15",26.21,27.4,0
"2017-05-28 16",27.13,21.65,0
"2017-05-28 17",27.59,20.18,0
"2017-05-28 18",25.34,34.53,0
"2017-05-28 19",22.07,48.86,0
"2017-05-28 20",19.78,58.86,0
"2017-05-28 21",19.04,53.66,0
"2017-05-28 22",19.44,51.34,0
"2017-05-28 23",19.21,56.7,0
"2017-05-29 00",18.94,55.61,0
"2017-05-29 01",18,61.73,0
"2017-05-29 02",17.25,64.32,0
"2017-05-29 03",16.6,64.48,0
"2017-05-29 04",16.71,61.35,0
"2017-05-29 05",16.53,63.59,0
"2017-05-29 06",15.89,69.18,0
"2017-05-29 07",16.24,66.53,0
"2017-05-29 08",16.89,62.33,0
"2017-05-29 09",18.16,57.78,0
"2017-05-29 10",19.29,54.49,0
"2017-05-29 11",20.37,49.56,0
"2017-05-29 12",21.64,44.28,0
"2017-05-29 13",23.21,38.21,0
"2017-05-29 14",24.28,34.84,0
"2017-05-29 15",25.41,28.65,0
"2017-05-29 16",25.39,27.53,0
"2017-05-29 17",25.13,32.19,0
"2017-05-29 18",23.11,44.59,0
"2017-05-29 19",15.15,87.24,17.4
"2017-05-29 20",14.33,92.72,13.7
"2017-05-29 21",15.06,89.44,0.2
"2017-05-29 22",15.81,77.52,0
"2017-05-29 23",16.02,74.39,0
"2017-05-30 00",15.95,79.29,0
"2017-05-30 01",15.31,81.25,0
"2017-05-30 02",14.71,83.27,0
"2017-05-30 03",14.46,83.32,0
"2017-05-30 04",14.53,78.83,0
"2017-05-30 05",14.59,74.86,0
"2017-05-30 06",14.66,73.89,0
"2017-05-30 07",14.83,75.95,0
"2017-05-30 08",15.21,74.25,0
"2017-05-30 09",15.96,69.81,0
"2017-05-30 10",17.57,60.49,0
"2017-05-30 11",19.12,52.65,0
"2017-05-30 12",19.7,50.35,0
"2017-05-30 13",20.77,45.74,0
"2017-05-30 14",22.24,41.05,0
"2017-05-30 15",23.35,36.34,0
"2017-05-30 16",24.26,33.04,0
"2017-05-30 17",23.55,33.06,0
"2017-05-30 18",23.21,35.06,0
"2017-05-30 19",21.31,49.28,0
"2017-05-30 20",18.56,61.81,0
"2017-05-30 21",17.98,64.07,0
"2017-05-30 22",17.87,62.83,0
"2017-05-30 23",17.43,63.03,0
"2017-05-31 00",16.53,66.79,0
"2017-05-31 01",16.35,68.02,0
"2017-05-31 02",16.44,68.23,0
"2017-05-31 03",16.1,70.37,0
"2017-05-31 04",16.16,69.98,0
"2017-05-31 05",15.57,77.21,0.1
"2017-05-31 06",14.98,84.81,0.4
"2017-05-31 07",14.52,84.18,0.1
"2017-05-31 08",15.07,79.79,0
"2017-05-31 09",15.33,79,0.1
"2017-05-31 10",16.29,75.3,0
"2017-05-31 11",18.11,64.62,0.1
"2017-05-31 12",19.58,56.16,0
"2017-05-31 13",21.13,48.93,0
"2017-05-31 14",22.27,42.9,0
"2017-05-31 15",22.35,40.6,0
"2017-05-31 16",19.79,57.8,0
"2017-05-31 17",16.8,76.51,0
"2017-05-31 18",16.67,77.15,0
"2017-05-31 19",16.74,73.75,0
"2017-05-31 20",17.03,70.21,0
"2017-05-31 21",17.1,70.44,0
"2017-05-31 22",17.29,69.11,
"2017-05-31 23",,,
"2017-06-01 00",,,
"2017-06-01 01",,,
"2017-06-01 02",,,
"2017-06-01 03",,,
"2017-06-01 04",,,
"2017-06-01 05",,,
"2017-06-01 06",,,
"2017-06-01 07",,,
"2017-06-01 08",,,
"2017-06-01 09",,,
"2017-06-01 10",17.72,65.54,0
"2017-06-01 11",18.98,59.03,0
"2017-06-01 12",20.61,51.85,0
"2017-06-01 13",21.79,47.26,0
"2017-06-01 14",22.52,43.8,0
"2017-06-01 15",21.7,49.47,0
"2017-06-01 16",21.77,50.84,0
"2017-06-01 17",20.95,53.46,0
"2017-06-01 18",18.75,67.58,0
"2017-06-01 19",16.5,87.12,2.5
"2017-06-01 20",15.92,86.85,0.1
"2017-06-01 21",16.24,84.62,
"2017-06-01 22",,,
"2017-06-01 23",,,
"2017-06-02 00",,,
"2017-06-02 01",,,
"2017-06-02 02",,,
"2017-06-02 03",,,
"2017-06-02 04",,,
"2017-06-02 05",,,
"2017-06-02 06",,,
"2017-06-02 07",,,
"2017-06-02 08",,,
"2017-06-02 09",,,
"2017-06-02 10",,0.48,0
"2017-06-02 11",,0.49,0
"2017-06-02 12",,0.51,0
"2017-06-02 13",,0.52,0
"2017-06-02 14",,0.53,0
"2017-06-02 15",,0.55,0
"2017-06-02 16",,0.55,0
"2017-06-02 17",,0.57,0
"2017-06-02 18",,0.56,0
"2017-06-02 19",,0.52,0
"2017-06-02 20",,0.63,0
"2017-06-02 21",,0.7,2.9
"2017-06-02 22",,0.43,3.8
"2017-06-02 23",,0.43,0.9
"2017-06-03 00",,0.43,0
"2017-06-03 01",,0.43,0
"2017-06-03 02",,0.43,0
"2017-06-03 03",,0.42,0
"2017-06-03 04",,0.42,0
"2017-06-03 05",,,
"2017-06-03 06",,,
"2017-06-03 07",,,
"2017-06-03 08",,,
"2017-06-03 09",,,
"2017-06-03 10",,,
"2017-06-03 11",,,
"2017-06-03 12",,,
"2017-06-03 13",,,
"2017-06-03 14",,,
"2017-06-03 15",,,
"2017-06-03 16",,,
"2017-06-03 17",,,
"2017-06-03 18",,,
"2017-06-03 19",,,
"2017-06-03 20",,,
"2017-06-03 21",,,
"2017-06-03 22",,,
"2017-06-03 23",,,
"2017-06-04 00",,,
"2017-06-04 01",,,
"2017-06-04 02",,,
"2017-06-04 03",,,
"2017-06-04 04",,,
"2017-06-04 05",,,
"2017-06-04 06",,,
"2017-06-04 07",,,
"2017-06-04 08",,,
"2017-06-04 09",,,
"2017-06-04 10",,,
"2017-06-04 11",,,
"2017-06-04 12",,,
"2017-06-04 13",,,
"2017-06-04 14",,,
"2017-06-04 15",,,
"2017-06-04 16",,,
"2017-06-04 17",,,
"2017-06-04 18",,,
"2017-06-04 19",,,
"2017-06-04 20",,,
"2017-06-04 21",,,
"2017-06-04 22",,,
"2017-06-04 23",,,
"2017-06-05 00",,,
"2017-06-05 01",,,
"2017-06-05 02",,,
"2017-06-05 03",,,
"2017-06-05 04",,,
"2017-06-05 05",,,
"2017-06-05 06",,,
"2017-06-05 07",,,
"2017-06-05 08",,,
"2017-06-05 09",,,
"2017-06-05 10",,,
"2017-06-05 11",,,
"2017-06-05 12",,,
"2017-06-05 13",,,
"2017-06-05 14",25.11,29.05,
"2017-06-05 15",25.09,29.54,0
"2017-06-05 16",25.86,30.48,0
"2017-06-05 17",24.68,31.78,0
"2017-06-05 18",23,37.3,0
"2017-06-05 19",21.86,46.07,0
"2017-06-05 20",20.52,49.06,0
"2017-06-05 21",20.92,45.53,0
"2017-06-05 22",18.68,55.22,0
"2017-06-05 23",18.31,58.44,0
"2017-06-06 00",17.32,60.67,0
"2017-06-06 01",16.55,61.28,0
"2017-06-06 02",16.98,56.76,0
"2017-06-06 03",16.63,60.54,0
"2017-06-06 04",16,65.9,0
"2017-06-06 05",16.01,64.82,0
"2017-06-06 06",,,
"2017-06-06 07",,,
"2017-06-06 08",,,
"2017-06-06 09",,,
"2017-06-06 10",20.93,49.66,0
"2017-06-06 11",22.65,43.8,0
"2017-06-06 12",24.03,36.17,0
"2017-06-06 13",24.38,33.04,0
"2017-06-06 14",21.53,38.89,0
"2017-06-06 15",21.12,39.95,0
"2017-06-06 16",24.74,29.42,0
"2017-06-06 17",25.68,27.68,0
"2017-06-06 18",24.66,32.03,0
"2017-06-06 19",23.01,39.13,0
"2017-06-06 20",15.8,82.07,3.2
"2017-06-06 21",14.79,85.57,1.3
"2017-06-06 22",15.18,79.89,0.1
"2017-06-06 23",15.79,75.79,0
"2017-06-07 00",16.19,74.71,0
"2017-06-07 01",15.87,77.88,0
"2017-06-07 02",15.31,82.33,0
"2017-06-07 03",14.39,81.74,0
"2017-06-07 04",14.49,78.3,0
"2017-06-07 05",14.6,75.34,0
"2017-06-07 06",13.65,78.16,0
"2017-06-07 07",13.69,72.53,0
"2017-06-07 08",15.42,62.87,0
"2017-06-07 09",16.72,67.07,0
"2017-06-07 10",18.14,60.69,0
"2017-06-07 11",19.9,51.9,0
"2017-06-07 12",21.89,42.24,0
"2017-06-07 13",23.88,32.1,0
"2017-06-07 14",25,30.47,0
"2017-06-07 15",24.43,32.82,0
"2017-06-07 16",24.86,33.7,0
"2017-06-07 17",24.59,33.88,0
"2017-06-07 18",23.02,38.58,0
"2017-06-07 19",21.68,46.73,0
"2017-06-07 20",16.96,78.75,9.7
"2017-06-07 21",14.25,92.68,6.8
"2017-06-07 22",13.87,92.56,2.1
"2017-06-07 23",14.21,89.33,0.1
"2017-06-08 00",14.75,89.16,0
"2017-06-08 01",14.82,90.74,0
"2017-06-08 02",14.94,90.84,0
"2017-06-08 03",15.09,88.24,0
"2017-06-08 04",14.4,89.61,0
"2017-06-08 05",14.3,88.03,0
"2017-06-08 06",14.38,89.75,0.4
"2017-06-08 07",14.69,90.01,0.1
"2017-06-08 08",16.07,77.96,0
"2017-06-08 09",17.36,67.92,0
"2017-06-08 10",18.66,61.57,0
"2017-06-08 11",19.62,56.56,0
"2017-06-08 12",21.36,46.7,0
"2017-06-08 13",22.47,39.26,0
"2017-06-08 14",23.78,32.75,0
"2017-06-08 15",24.99,29.07,0
"2017-06-08 16",25.58,28.17,0
"2017-06-08 17",25.2,34.01,0
"2017-06-08 18",22.9,43.1,0
"2017-06-08 19",22.63,42.65,0
"2017-06-08 20",21.7,47.49,0
"2017-06-08 21",20.63,54.39,0
"2017-06-08 22",19.88,58.05,0
"2017-06-08 23",19.19,57.67,0
"2017-06-09 00",18.43,57.67,0
"2017-06-09 01",17.37,62.88,0
"2017-06-09 02",17.03,65.23,0
"2017-06-09 03",16.74,67.41,0
"2017-06-09 04",16.21,71.33,0
"2017-06-09 05",15.66,73.56,0
"2017-06-09 06",15.54,72.68,0
"2017-06-09 07",15.84,72.61,0
"2017-06-09 08",16.93,69.05,0
"2017-06-09 09",18.29,62.34,0
"2017-06-09 10",19.4,57.56,0
"2017-06-09 11",21.04,50.77,0
"2017-06-09 12",22.39,44.18,0
"2017-06-09 13",24.15,36.42,0
"2017-06-09 14",24.71,32.61,0
"2017-06-09 15",25.19,30.01,0
"2017-06-09 16",25.1,30.26,0
"2017-06-09 17",24.96,30.3,0
"2017-06-09 18",24.22,33.88,0
"2017-06-09 19",22.19,43.91,0
"2017-06-09 20",19.34,60.11,0
"2017-06-09 21",18.15,68.34,0
"2017-06-09 22",17.79,68.98,0
"2017-06-09 23",18.38,66.68,0
"2017-06-10 00",18.24,67.83,0
"2017-06-10 01",16.62,75.04,0
"2017-06-10 02",16,76.53,0
"2017-06-10 03",15.29,81.49,0
"2017-06-10 04",14.94,83.14,0
"2017-06-10 05",,,
"2017-06-10 06",,,
"2017-06-10 07",,,
"2017-06-10 08",,,
"2017-06-10 09",,,
"2017-06-10 10",,,
"2017-06-10 11",,,
"2017-06-10 12",,,
"2017-06-10 13",,,
"2017-06-10 14",,,
"2017-06-10 15",,,
"2017-06-10 16",24.63,32.44,0
"2017-06-10 17",24.44,29.77,
"2017-06-10 18",,,
"2017-06-10 19",,,
"2017-06-10 20",21.91,46.5,0
"2017-06-10 21",20.44,58.74,0
"2017-06-10 22",14.95,79.88,7.7
"2017-06-10 23",13.96,88.91,1.8
"2017-06-11 00",15.03,86.34,0
"2017-06-11 01",15.52,85.63,0
"2017-06-11 02",15.73,80.48,0
"2017-06-11 03",14.88,82.93,0
"2017-06-11 04",14.93,82.02,0
"2017-06-11 05",14.96,81.76,0
"2017-06-11 06",14.47,85.69,0
"2017-06-11 07",13.91,89.28,0
"2017-06-11 08",15.99,76.58,0
"2017-06-11 09",17.91,65.94,0
"2017-06-11 10",19.43,56.61,0
"2017-06-11 11",21.07,47.87,0
"2017-06-11 12",22.51,41.3,0
"2017-06-11 13",23.87,36.07,0
"2017-06-11 14",25,31.7,0
"2017-06-11 15",25.82,27.67,0
"2017-06-11 16",26.25,26.98,0
"2017-06-11 17",26.57,26.76,0
"2017-06-11 18",22.97,44.94,0
"2017-06-11 19",21.71,49.35,0
"2017-06-11 20",21.53,52.05,0
"2017-06-11 21",16.89,78.22,4.3
"2017-06-11 22",15.2,84.41,0.5
"2017-06-11 23",15.64,85.71,0
"2017-06-12 00",15.72,83.78,0
"2017-06-12 01",15.25,88.27,0
"2017-06-12 02",14.9,86.02,0
"2017-06-12 03",14.75,84.2,0
"2017-06-12 04",14.28,85.45,0
"2017-06-12 05",13.96,85.9,0
"2017-06-12 06",13.88,85.84,0
"2017-06-12 07",14.17,85.72,0
"2017-06-12 08",16.44,72.68,0
"2017-06-12 09",18.07,63.25,0
"2017-06-12 10",19.42,49.71,0
"2017-06-12 11",20.9,42.9,0
"2017-06-12 12",22.58,34.19,0
"2017-06-12 13",24.17,27.25,0
"2017-06-12 14",25.21,22.33,0
"2017-06-12 15",26.16,23.03,0
"2017-06-12 16",26.74,23.55,0
"2017-06-12 17",27.42,19.44,0
"2017-06-12 18",26.74,23.43,0
"2017-06-12 19",24.34,36.26,0
"2017-06-12 20",22.59,42.08,0
"2017-06-12 21",20.96,47.59,0
"2017-06-12 22",19.52,51.7,0
"2017-06-12 23",18.77,55.27,0
"2017-06-13 00",17.91,58.89,0
"2017-06-13 01",17.08,62.15,0
"2017-06-13 02",16.4,64.7,0
"2017-06-13 03",15.77,67.39,0
"2017-06-13 04",15.1,69.99,0
"2017-06-13 05",14.99,71.37,0
"2017-06-13 06",14.88,72.55,0
