"Fecha","Temperatura","Humedad","Precipitación Total"
"2017-06-13 07",14.62,70.29,0
"2017-06-13 08",15.55,66.13,0
"2017-06-13 09",17,58.8,0
"2017-06-13 10",18.73,49.07,0
"2017-06-13 11",20.15,43.19,0
"2017-06-13 12",21.7,38.04,0
"2017-06-13 13",22.96,34.4,0
"2017-06-13 14",24.73,30.85,0
"2017-06-13 15",25.92,29.42,0
"2017-06-13 16",25.52,32.92,0
"2017-06-13 17",23.03,46.75,0
"2017-06-13 18",19.89,68.18,0.3
"2017-06-13 19",18.87,69.88,0
"2017-06-13 20",19.04,67.48,0
"2017-06-13 21",19.35,66.45,0
"2017-06-13 22",19.49,62.86,0
"2017-06-13 23",18.96,65.12,0
"2017-06-14 00",17.99,71.22,0
"2017-06-14 01",17,78.15,0
"2017-06-14 02",16.71,78.64,0
"2017-06-14 03",16.36,81.53,0
"2017-06-14 04",16.16,80.99,0
"2017-06-14 05",16.1,79.08,0
"2017-06-14 06",16.44,77.61,0
"2017-06-14 07",16.75,76.62,0
"2017-06-14 08",17.06,73.22,0
"2017-06-14 09",18.2,64.95,0
"2017-06-14 10",19.01,60.39,0
"2017-06-14 11",20.42,54.73,0
"2017-06-14 12",21.31,51,0
"2017-06-14 13",21.54,49.95,0
"2017-06-14 14",23.17,46.3,0
"2017-06-14 15",21.97,54.67,0.2
"2017-06-14 16",18.39,72.61,0
"2017-06-14 17",18.37,67.72,0
"2017-06-14 18",18.71,66.59,0.1
"2017-06-14 19",18.22,72.44,0.2
"2017-06-14 20",18.25,75.35,0
"2017-06-14 21",18.56,69.74,0
"2017-06-14 22",18.48,64.55,0
"2017-06-14 23",17.71,65.68,0
"2017-06-15 00",17.06,67.59,0
"2017-06-15 01",16.42,70.46,0
"2017-06-15 02",15.79,74.11,0
"2017-06-15 03",15.95,73.79,0
"2017-06-15 04",15.33,73.21,0
"2017-06-15 05",14.71,74.98,0
"2017-06-15 06",14.85,72.57,0
"2017-06-15 07",15.09,70.48,0
"2017-06-15 08",16.06,66.34,0
"2017-06-15 09",16.47,64.3,0
"2017-06-15 10",17.36,60.52,0
"2017-06-15 11",18.91,53.74,0
"2017-06-15 12",20.58,48.22,
"2017-06-15 13",22.46,41.62,0
"2017-06-15 14",23.78,37.5,0
"2017-06-15 15",24.81,33.27,0
"2017-06-15 16",25.68,31.72,0
"2017-06-15 17",24.72,36.18,0
"2017-06-15 18",21.42,52.62,0
"2017-06-15 19",21.07,51.76,0
"2017-06-15 20",20.64,54.88,0
"2017-06-15 21",20.24,55.89,0
"2017-06-15 22",19.44,55.3,0
"2017-06-15 23",18.35,60.4,0
"2017-06-16 00",17.18,64.46,0
"2017-06-16 01",16.33,68.27,0
"2017-06-16 02",15.82,70.43,0
"2017-06-16 03",15.35,71.89,0
"2017-06-16 04",14.77,73.44,0
"2017-06-16 05",13.86,76.49,0
"2017-06-16 06",13.54,77.57,0
"2017-06-16 07",14.2,75.12,0
"2017-06-16 08",16.2,66.71,0
"2017-06-16 09",17.76,61.11,0
"2017-06-16 10",19.26,55.22,0
"2017-06-16 11",20.86,47.39,0
"2017-06-16 12",22.48,39.34,0
"2017-06-16 13",23.63,34.73,0
"2017-06-16 14",24.65,29.86,0
"2017-06-16 15",25.63,26.04,0
"2017-06-16 16",26.07,24.2,0
"2017-06-16 17",25.17,29.69,0
"2017-06-16 18",24.18,42.26,0
"2017-06-16 19",23.88,43.67,0
"2017-06-16 20",22.57,48.61,0
"2017-06-16 21",21.55,44.51,0
"2017-06-16 22",20.61,53.82,0
"2017-06-16 23",20.12,49.93,0
"2017-06-17 00",19.22,54.95,0
"2017-06-17 01",17.94,63.13,0
"2017-06-17 02",17.31,66.43,0
"2017-06-17 03",15.98,71.3,0
"2017-06-17 04",15.2,70.63,0
"2017-06-17 05",14.18,68.97,0
"2017-06-17 06",13.64,73.43,0
"2017-06-17 07",14.12,68.97,0
"2017-06-17 08",16.77,60.5,0
"2017-06-17 09",18.48,58.81,0
"2017-06-17 10",19.69,51.32,0
"2017-06-17 11",21.18,40.63,0
"2017-06-17 12",22.77,29.6,0
"2017-06-17 13",23.86,24.61,0
"2017-06-17 14",24.89,20.13,0
"2017-06-17 15",25.43,17.24,0
"2017-06-17 16",25.86,20.25,0
"2017-06-17 17",26.13,16.93,0
"2017-06-17 18",26.09,19.19,0
"2017-06-17 19",25.36,20.92,0
"2017-06-17 20",24.02,22.93,0
"2017-06-17 21",22.34,37.54,0
"2017-06-17 22",20.41,51.12,0
"2017-06-17 23",19.66,52.71,0
"2017-06-18 00",18.77,55.3,0
"2017-06-18 01",17.35,58.66,0
"2017-06-18 02",16.38,59.9,0
"2017-06-18 03",15.18,63.22,0
"2017-06-18 04",14.49,61.29,0
"2017-06-18 05",14.07,63.24,0
"2017-06-18 06",13.53,57.42,0
"2017-06-18 07",13.7,54.6,0
"2017-06-18 08",16.38,54.83,0
"2017-06-18 09",17.9,51.78,0
"2017-06-18 10",19.09,47.01,0
"2017-06-18 11",20.85,37.12,0
"2017-06-18 12",22.36,26.96,0
"2017-06-18 13",23.9,15.54,0
"2017-06-18 14",24.95,16,0
"2017-06-18 15",25.71,15.81,0
"2017-06-18 16",26.33,13.67,0
"2017-06-18 17",26.62,15.98,0
"2017-06-18 18",26.2,17.26,0
"2017-06-18 19",25.32,20.78,0
"2017-06-18 20",23.27,35.2,0
"2017-06-18 21",21.12,46.18,0
"2017-06-18 22",20.03,49.58,0
"2017-06-18 23",19.44,51.35,0
"2017-06-19 00",18.43,57.23,0
"2017-06-19 01",17.5,61.81,0
"2017-06-19 02",17.13,63.69,0
"2017-06-19 03",16.75,64.16,0
"2017-06-19 04",16.52,60.01,0
"2017-06-19 05",16.11,62.16,0
"2017-06-19 06",15.64,68.47,0
"2017-06-19 07",16.11,66.54,0
"2017-06-19 08",16.65,58.65,0
"2017-06-19 09",17.02,59.99,0
"2017-06-19 10",18.19,49.81,0
"2017-06-19 11",19.4,40.49,0
"2017-06-19 12",20.84,26.15,0
"2017-06-19 13",22.43,18.08,0
"2017-06-19 14",23.42,18.24,0
"2017-06-19 15",24.7,18.11,0
"2017-06-19 16",25.43,17.76,0
"2017-06-19 17",25.68,19.89,0
"2017-06-19 18",25.2,19.79,0
"2017-06-19 19",23.22,26.86,0
"2017-06-19 20",21.46,32.94,0
"2017-06-19 21",19.36,41.37,0
"2017-06-19 22",18.73,42.23,0
"2017-06-19 23",17.6,53.5,0
"2017-06-20 00",16.56,56.27,0
"2017-06-20 01",16.18,58.83,0
"2017-06-20 02",15.55,61.09,0
"2017-06-20 03",14.98,63.89,0
"2017-06-20 04",14.61,62.95,0
"2017-06-20 05",14.44,61.67,0
"2017-06-20 06",13.96,61.59,0
"2017-06-20 07",14.07,57.06,0
"2017-06-20 08",15.22,50.69,0
"2017-06-20 09",16.51,44.04,0
"2017-06-20 10",17.94,37.8,0
"2017-06-20 11",19.09,34.42,0
"2017-06-20 12",20.48,31.11,0
"2017-06-20 13",21.66,29.34,0
"2017-06-20 14",22.92,28.03,
"2017-06-20 15",22.92,28.44,0
"2017-06-20 16",22.11,31.15,0
"2017-06-20 17",21.63,32.98,0
"2017-06-20 18",21.09,34.9,0
"2017-06-20 19",20.7,36.51,0
"2017-06-20 20",19.75,39.03,0
"2017-06-20 21",18.59,41.66,0
"2017-06-20 22",17.63,43.15,0
"2017-06-20 23",16.73,44.91,0
"2017-06-21 00",16.17,47.06,0
"2017-06-21 01",15.22,53.44,0
"2017-06-21 02",14.19,58.48,0
"2017-06-21 03",13.36,61.62,0
"2017-06-21 04",12.78,63.45,0
"2017-06-21 05",12.45,62.02,0
"2017-06-21 06",11.89,62.41,0
"2017-06-21 07",12.25,58.23,0
"2017-06-21 08",15.43,46.78,0
"2017-06-21 09",16.57,47.34,0
"2017-06-21 10",17.98,48.24,0
"2017-06-21 11",19.14,43.1,0
"2017-06-21 12",20.17,36.38,0
"2017-06-21 13",21.55,34.19,0
"2017-06-21 14",22.6,32.35,0
"2017-06-21 15",23.25,29.84,0
"2017-06-21 16",24.63,26.99,
"2017-06-21 17",24.8,27.8,
"2017-06-21 18",24.94,27.77,0
"2017-06-21 19",24.39,29.07,0
"2017-06-21 20",23.14,36.66,0
"2017-06-21 21",21.37,46.46,0
"2017-06-21 22",20.38,51.18,0
"2017-06-21 23",19.45,53.15,0
"2017-06-22 00",18.99,55.68,0
"2017-06-22 01",18.02,60.2,0
"2017-06-22 02",17.79,61.25,0
"2017-06-22 03",17.07,64.51,0
"2017-06-22 04",15.96,67.4,0
"2017-06-22 05",15.19,67.96,0
"2017-06-22 06",14.69,69.08,0
"2017-06-22 07",14.92,71.45,0
"2017-06-22 08",17.66,59.74,0
"2017-06-22 09",19.01,56.28,0
"2017-06-22 10",20.43,50.65,0
"2017-06-22 11",21.66,44.91,0
"2017-06-22 12",22.77,39.24,0
"2017-06-22 13",24.02,34.09,0
"2017-06-22 14",24.69,31.05,0
"2017-06-22 15",25.98,28.24,0
"2017-06-22 16",26.03,27.56,0
"2017-06-22 17",25.59,27.43,0
"2017-06-22 18",25.67,29.03,0
"2017-06-22 19",24.58,41.26,0
"2017-06-22 20",23.88,38.04,0
"2017-06-22 21",22.77,37.39,0
"2017-06-22 22",21.88,39.38,0
"2017-06-22 23",21.21,38.47,0
"2017-06-23 00",20.2,37.82,0
"2017-06-23 01",18.39,45.23,0
"2017-06-23 02",17.59,47.81,0
"2017-06-23 03",16.44,44.86,0
"2017-06-23 04",15.23,45.56,0
"2017-06-23 05",14.71,45.92,0
"2017-06-23 06",13.73,49.53,0
"2017-06-23 07",14.75,41.75,0
"2017-06-23 08",17.9,40.16,0
"2017-06-23 09",19.33,42.81,0
"2017-06-23 10",20.98,37.47,0
"2017-06-23 11",22.92,26.29,0
"2017-06-23 12",24.11,22.55,0
"2017-06-23 13",25.68,21.03,0
"2017-06-23 14",27.14,15.76,0
"2017-06-23 15",27.83,16.46,0
"2017-06-23 16",28.33,17.07,0
"2017-06-23 17",28.46,16.04,0
"2017-06-23 18",27.43,15.92,0
"2017-06-23 19",26.57,16.83,0
"2017-06-23 20",24.84,23.02,0
"2017-06-23 21",22.56,37.49,0
"2017-06-23 22",21.16,45.96,0
"2017-06-23 23",20.13,51.01,0
"2017-06-24 00",18.9,58.04,0
"2017-06-24 01",18.22,62.05,0
"2017-06-24 02",17.35,62.38,0
"2017-06-24 03",16.94,63.8,0
"2017-06-24 04",16.76,65.19,0
"2017-06-24 05",16.39,66.14,0
"2017-06-24 06",16,67.03,0
"2017-06-24 07",16.23,65.84,0
"2017-06-24 08",16.94,58.12,0
"2017-06-24 09",18.2,47.79,0
"2017-06-24 10",19.48,49.13,0
"2017-06-24 11",20.9,46.47,0
"2017-06-24 12",21.88,43.69,0
"2017-06-24 13",23.33,38.34,0
"2017-06-24 14",24.84,33.91,0
"2017-06-24 15",24.7,35.12,0.1
"2017-06-24 16",17.85,69.42,1.9
"2017-06-24 17",16.17,81.42,0.1
"2017-06-24 18",16.5,75.8,0
"2017-06-24 19",16.91,73.22,0
"2017-06-24 20",16.85,72.88,0.1
"2017-06-24 21",16.44,74.94,0
"2017-06-24 22",16.52,71.67,0
"2017-06-24 23",16.69,59.68,0
"2017-06-25 00",16.34,61.24,0
"2017-06-25 01",15.85,66.1,0
"2017-06-25 02",15.5,69.21,0
"2017-06-25 03",15.32,70.58,0
"2017-06-25 04",15.17,70.92,0
"2017-06-25 05",14.99,72.01,0
"2017-06-25 06",14.98,72.14,0
"2017-06-25 07",15.06,72.12,0
"2017-06-25 08",15.09,72.42,0
"2017-06-25 09",16.28,67.45,0
"2017-06-25 10",17.91,61.72,0
"2017-06-25 11",18.72,58.25,0
"2017-06-25 12",19.53,55.3,0
"2017-06-25 13",20.34,52.11,0
"2017-06-25 14",21.23,49.46,0
"2017-06-25 15",21.9,47.09,0
"2017-06-25 16",21.95,46.89,0
"2017-06-25 17",22.26,44.62,0
"2017-06-25 18",21.61,45.43,0
"2017-06-25 19",21.02,46.35,0
"2017-06-25 20",20.23,49.62,0
"2017-06-25 21",17.91,72.43,0
"2017-06-25 22",17.34,74.72,0
"2017-06-25 23",16.71,78.46,0.4
"2017-06-26 00",13.98,93.27,19.5
"2017-06-26 01",13.97,92.84,0
"2017-06-26 02",14.35,92.83,0
"2017-06-26 03",14.43,91.07,0.1
"2017-06-26 04",14.52,89.28,0
"2017-06-26 05",13.99,92.56,0.1
"2017-06-26 06",13.95,93.39,0
"2017-06-26 07",14.23,91.38,0
"2017-06-26 08",14.9,86.48,0
"2017-06-26 09",15.79,80.98,0
"2017-06-26 10",16.81,72.55,0
"2017-06-26 11",17.76,69.83,0
"2017-06-26 12",19.29,57.69,0
"2017-06-26 13",20.61,54.36,0
"2017-06-26 14",21.73,51.13,0
"2017-06-26 15",22.1,48.24,0
"2017-06-26 16",23.92,32.4,0
"2017-06-26 17",22.73,42.09,0.1
"2017-06-26 18",16.1,78.1,2.3
"2017-06-26 19",14.8,87.74,0.9
"2017-06-26 20",14.66,89.78,2.5
"2017-06-26 21",14.48,90.86,0.7
"2017-06-26 22",14.77,89.74,0.1
"2017-06-26 23",14.96,89.13,0
"2017-06-27 00",15.01,88.2,0
"2017-06-27 01",14.9,87.69,0
"2017-06-27 02",14.79,86.45,1
"2017-06-27 03",14.33,90.62,0.2
"2017-06-27 04",14.31,90.82,0
"2017-06-27 05",14.27,90.04,0
"2017-06-27 06",14.47,89.25,0
"2017-06-27 07",14.5,89.04,0
"2017-06-27 08",14.95,85.05,0
"2017-06-27 09",15.44,84.04,0
"2017-06-27 10",17.18,74.12,0
"2017-06-27 11",17.64,69.07,0
"2017-06-27 12",18.39,63.24,0
"2017-06-27 13",19.56,57.32,0
"2017-06-27 14",21.08,53.41,0
"2017-06-27 15",22.65,47.59,0
"2017-06-27 16",22.43,45.38,0
"2017-06-27 17",22.46,44.85,0
"2017-06-27 18",21.5,50.39,1
"2017-06-27 19",14.87,86.99,22
"2017-06-27 20",14.36,93.24,1.7
"2017-06-27 21",14.89,90.7,0.3
"2017-06-27 22",14.54,91.15,5.3
"2017-06-27 23",13.81,93.62,7.1
"2017-06-28 00",14.09,91.06,0
"2017-06-28 01",14.15,92.18,0
"2017-06-28 02",14.42,92.19,0
"2017-06-28 03",14.67,91.36,2.9
"2017-06-28 04",13.99,94.43,6.9
"2017-06-28 05",13.67,94.45,1.3
"2017-06-28 06",13.83,94,2.3
"2017-06-28 07",13.86,94.07,0.3
"2017-06-28 08",14.4,91.02,0
"2017-06-28 09",16.28,80,0
"2017-06-28 10",17.5,72.29,0
"2017-06-28 11",18.46,66.61,0
"2017-06-28 12",20.14,59.49,0
"2017-06-28 13",21.61,50.4,0
"2017-06-28 14",22.99,43.49,0
"2017-06-28 15",23.3,44.38,0
"2017-06-28 16",22.83,48.87,0
"2017-06-28 17",20.93,55.31,0
"2017-06-28 18",15.69,78.95,0.1
"2017-06-28 19",15.46,84.7,0.3
"2017-06-28 20",14.97,88.21,1.3
"2017-06-28 21",15.23,86.45,0
"2017-06-28 22",15.6,86.06,0
"2017-06-28 23",15.68,87.7,0
"2017-06-29 00",15.51,88.16,0
"2017-06-29 01",15.53,88.54,0
"2017-06-29 02",15.69,86.67,0
"2017-06-29 03",15.49,88.3,0
"2017-06-29 04",15.21,88.46,0.1
"2017-06-29 05",14.86,91.63,0.2
"2017-06-29 06",14.71,91.04,0
"2017-06-29 07",14.7,90.92,0.1
"2017-06-29 08",15.36,85.99,0
"2017-06-29 09",16.69,77.06,0
"2017-06-29 10",18.46,66.67,0
"2017-06-29 11",19.94,60.16,0
"2017-06-29 12",21.45,54.23,0
"2017-06-29 13",22.1,51.22,0
"2017-06-29 14",22.66,49.07,0
"2017-06-29 15",22.27,48.51,0
"2017-06-29 16",21.81,50.77,0
"2017-06-29 17",20.75,55.61,0
"2017-06-29 18",18.65,66.3,0
"2017-06-29 19",16.57,81.44,0
"2017-06-29 20",16.54,79.03,0
"2017-06-29 21",16.23,77.52,0
"2017-06-29 22",16.11,75.46,0
"2017-06-29 23",15.84,78.94,0
"2017-06-30 00",16.1,77.38,0
"2017-06-30 01",15.75,77.47,0
"2017-06-30 02",15.47,78.69,0
"2017-06-30 03",15.44,77.9,0
"2017-06-30 04",15.4,77.85,0.1
"2017-06-30 05",14.71,88,0.9
"2017-06-30 06",14.5,90.51,0.6
"2017-06-30 07",14.47,91.68,0.3
"2017-06-30 08",14.91,88.57,0
"2017-06-30 09",16.03,78.73,0
"2017-06-30 10",17.94,64.48,0
"2017-06-30 11",18.64,60.33,0
"2017-06-30 12",19.62,55.31,0
"2017-06-30 13",20.68,51.37,0
"2017-06-30 14",21.19,50.66,0
"2017-06-30 15",21.63,49.28,0
"2017-06-30 16",20.4,56.76,0
"2017-06-30 17",21.5,52.39,0
"2017-06-30 18",21.16,53.94,0
"2017-06-30 19",15.9,84.45,4.4
"2017-06-30 20",16.27,85.6,0
"2017-06-30 21",16.51,71.62,0
"2017-06-30 22",15.64,81.9,0.2
"2017-06-30 23",15.25,83.62,0.1
"2017-07-01 00",15.16,85.84,0
"2017-07-01 01",14.61,90.29,0
"2017-07-01 02",14.36,91.19,0
"2017-07-01 03",14.17,88.7,0
"2017-07-01 04",13.99,90.42,0
"2017-07-01 05",14.2,89.75,0
"2017-07-01 06",13.84,91.45,0
"2017-07-01 07",13.79,92.08,0
"2017-07-01 08",14.45,86.86,0
"2017-07-01 09",15.2,81.17,0
"2017-07-01 10",16.43,71.14,0
"2017-07-01 11",17.97,62.42,0
"2017-07-01 12",19.16,58.35,0
"2017-07-01 13",19.67,55.33,0
"2017-07-01 14",20.64,52.45,0
"2017-07-01 15",21.17,50.11,0
"2017-07-01 16",20.61,55.68,0
"2017-07-01 17",18.76,71.52,0.7
"2017-07-01 18",16.98,77.15,12.2
"2017-07-01 19",13.97,92.94,2.8
"2017-07-01 20",14.19,90.17,0.1
"2017-07-01 21",14.45,88.65,0
"2017-07-01 22",14.57,90.62,0
"2017-07-01 23",14.25,89.1,0
"2017-07-02 00",13.83,91.41,0
"2017-07-02 01",13.81,92.8,0
"2017-07-02 02",13.98,92.2,0
"2017-07-02 03",14.13,92.6,0
"2017-07-02 04",13.82,93.44,0
"2017-07-02 05",13.6,93.76,0
"2017-07-02 06",14.01,89.25,0
"2017-07-02 07",14.35,86.6,0
"2017-07-02 08",14.91,84.06,0
"2017-07-02 09",16.07,75.8,0
"2017-07-02 10",16.98,69.04,0
"2017-07-02 11",19.11,57.93,0
"2017-07-02 12",20.65,52.65,0
"2017-07-02 13",22.06,44.96,0
"2017-07-02 14",22.96,40.06,0
"2017-07-02 15",24.23,33.71,0
"2017-07-02 16",23.54,39.34,0.4
"2017-07-02 17",16.14,81.58,9
"2017-07-02 18",14.56,88.15,4
"2017-07-02 19",14.78,88.94,0.5
"2017-07-02 20",15.12,88.27,0
"2017-07-02 21",15.25,89.67,0
"2017-07-02 22",14.97,90.42,0
"2017-07-02 23",14.58,85.86,0
"2017-07-03 00",15.12,84.31,0
"2017-07-03 01",15.34,81.99,0.4
"2017-07-03 02",14.48,90.69,0.7
"2017-07-03 03",14.01,93.54,0
"2017-07-03 04",14.18,92.31,0
"2017-07-03 05",13.69,92.54,0
"2017-07-03 06",13.89,90.88,0
"2017-07-03 07",14.34,86.89,0
"2017-07-03 08",13.94,84.6,0
"2017-07-03 09",16.06,73.75,0
"2017-07-03 10",17.97,65.11,0
"2017-07-03 11",18.99,60.47,0
"2017-07-03 12",19.33,59.53,0
"2017-07-03 13",20.9,52.77,0
"2017-07-03 14",21.88,47.29,0
"2017-07-03 15",20.58,53.51,0
"2017-07-03 16",19.97,57.2,0
"2017-07-03 17",21.24,50.45,0
"2017-07-03 18",18.56,63.18,0
"2017-07-03 19",15.05,88.33,1.2
"2017-07-03 20",14.83,87.46,0
"2017-07-03 21",15.34,84.26,0
"2017-07-03 22",15.32,83.76,0
"2017-07-03 23",15.29,85.23,0
"2017-07-04 00",15.2,86.48,0
"2017-07-04 01",15.51,82.82,0
"2017-07-04 02",15.32,86.86,0
"2017-07-04 03",15.26,84.93,0
"2017-07-04 04",15.02,82.56,0
"2017-07-04 05",14.98,84.4,0
"2017-07-04 06",14.9,85.52,0
"2017-07-04 07",14.73,85.01,0
"2017-07-04 08",14.97,82.11,0
"2017-07-04 09",15.83,79.13,0
"2017-07-04 10",17.22,71.87,0
"2017-07-04 11",18.85,62.91,0
"2017-07-04 12",20.62,55.67,0
"2017-07-04 13",21.22,48.62,0
"2017-07-04 14",19.34,60.69,0.2
"2017-07-04 15",17.98,66.93,0
"2017-07-04 16",18.44,62.47,0
"2017-07-04 17",17.45,59.53,0
"2017-07-04 18",15.97,70.52,0.3
"2017-07-04 19",14.95,76.15,0.1
"2017-07-04 20",14.92,79.53,0
"2017-07-04 21",14.5,80.48,0.1
"2017-07-04 22",14.33,80.74,0
"2017-07-04 23",14.2,86.38,0
"2017-07-05 00",13.57,88.01,0
"2017-07-05 01",13.28,78.77,0
"2017-07-05 02",13.36,79.52,0
"2017-07-05 03",13.32,80.59,0
"2017-07-05 04",12.89,83.38,0
"2017-07-05 05",12.52,89.95,0
"2017-07-05 06",12.39,90.77,0
"2017-07-05 07",12.44,90.09,0
"2017-07-05 08",15.24,74.75,0
"2017-07-05 09",16.16,70.25,0
"2017-07-05 10",16.93,67.37,0
"2017-07-05 11",18.31,61.39,0
"2017-07-05 12",19.53,55.6,0
"2017-07-05 13",20.93,47.43,0
"2017-07-05 14",21.67,44.69,0
"2017-07-05 15",22.41,42.36,0
"2017-07-05 16",20.45,51.75,1.3
"2017-07-05 17",14.67,89.61,7
"2017-07-05 18",14.59,90.96,2.7
"2017-07-05 19",15.16,86.48,0
"2017-07-05 20",15.36,84.06,0
"2017-07-05 21",15.16,87.08,0
"2017-07-05 22",14.76,84.78,0
"2017-07-05 23",14.66,78.25,0
"2017-07-06 00",14.21,81,0
"2017-07-06 01",14.01,84.77,0
"2017-07-06 02",13.63,86.69,0
"2017-07-06 03",13.57,87.07,0
"2017-07-06 04",12.87,87.51,0
"2017-07-06 05",13.09,86.36,0
"2017-07-06 06",13.26,84.31,0
"2017-07-06 07",13.35,76.66,0
"2017-07-06 08",13.72,73.85,0
"2017-07-06 09",15.19,66.43,0
"2017-07-06 10",16.26,61.4,0
"2017-07-06 11",17.5,56.86,0
"2017-07-06 12",18.9,50.06,0
"2017-07-06 13",19.72,47.29,0
"2017-07-06 14",21.15,40.3,0
"2017-07-06 15",21.42,41.66,0
"2017-07-06 16",22.69,39.49,0
"2017-07-06 17",22.39,41.88,0
"2017-07-06 18",19.45,60.43,0.2
"2017-07-06 19",16.63,73.43,0.7
"2017-07-06 20",16.44,69.82,0
"2017-07-06 21",16.02,65.62,0
"2017-07-06 22",14.89,74.6,0.1
"2017-07-06 23",14.08,84.04,0.1
"2017-07-07 00",14.26,84.64,0.1
"2017-07-07 01",14.3,78.36,0
"2017-07-07 02",13.91,75.29,0
"2017-07-07 03",13.51,78.98,0
"2017-07-07 04",12.87,83.02,0
"2017-07-07 05",13.5,79.37,0
"2017-07-07 06",13.7,78.92,0
"2017-07-07 07",13.79,78.59,0
"2017-07-07 08",14.33,75.59,0
"2017-07-07 09",14.84,72.4,0
"2017-07-07 10",15.29,69.87,0
"2017-07-07 11",16.54,64.56,0
"2017-07-07 12",17.22,60.84,0
"2017-07-07 13",19.07,52.45,0
"2017-07-07 14",19.93,49.43,0
"2017-07-07 15",20.15,49.9,0
"2017-07-07 16",19.99,52.78,0
"2017-07-07 17",20.06,54.69,0
"2017-07-07 18",18.74,64.64,1.7
"2017-07-07 19",16.23,80.48,4.4
"2017-07-07 20",14.58,88.12,2.6
"2017-07-07 21",14.25,92.74,1.3
"2017-07-07 22",14.09,92.7,1.1
"2017-07-07 23",14.18,91.86,0.8
"2017-07-08 00",14.13,93.22,1.4
"2017-07-08 01",13.92,92.86,0.4
"2017-07-08 02",13.86,92.18,0
"2017-07-08 03",13.83,91.34,0
"2017-07-08 04",13.8,92.9,1
"2017-07-08 05",13.47,95.9,3.4
"2017-07-08 06",13.52,96.18,0.7
"2017-07-08 07",13.6,95.41,0
"2017-07-08 08",13.89,93.8,0.1
"2017-07-08 09",14.35,91.86,0
"2017-07-08 10",15.05,88.04,0
"2017-07-08 11",15.56,83.69,0
"2017-07-08 12",16.77,77.02,0
"2017-07-08 13",18.79,64.56,0
"2017-07-08 14",20.37,57.98,0
"2017-07-08 15",20.4,56.35,0
"2017-07-08 16",18.38,69.78,0
"2017-07-08 17",15.91,87.55,10.7
"2017-07-08 18",14.12,93.82,6.2
"2017-07-08 19",14.07,94.75,4.1
"2017-07-08 20",14.28,94.58,0.6
"2017-07-08 21",14.57,93.63,0.5
"2017-07-08 22",14.45,93.65,0
"2017-07-08 23",14.35,93.38,0.8
"2017-07-09 00",14.1,94.93,1.3
"2017-07-09 01",13.99,94.66,0.1
"2017-07-09 02",13.58,95.32,0
"2017-07-09 03",13.1,95.72,0
"2017-07-09 04",13.46,95.81,0.3
"2017-07-09 05",13.47,95.33,0.1
"2017-07-09 06",13.68,94.34,0
"2017-07-09 07",13.81,94.65,0
"2017-07-09 08",14.06,93.38,0
"2017-07-09 09",14.84,88.2,0
"2017-07-09 10",15.43,82.76,0
"2017-07-09 11",16.76,75.87,0
"2017-07-09 12",17.65,69.16,0
"2017-07-09 13",18.62,64.77,0
"2017-07-09 14",17.58,72.93,0.3
"2017-07-09 15",16.9,83.31,0.2
"2017-07-09 16",18.64,70.11,0
"2017-07-09 17",18.7,66.55,0
"2017-07-09 18",16.13,76.93,3.4
"2017-07-09 19",14.24,91.75,1
"2017-07-09 20",13.65,92.53,0.1
"2017-07-09 21",13.69,90.73,0
"2017-07-09 22",14.09,92.51,0
"2017-07-09 23",13.89,92.67,0
"2017-07-10 00",13.4,92.94,0
"2017-07-10 01",13.26,94.21,0
"2017-07-10 02",13.36,94.35,0
"2017-07-10 03",13.5,93.76,0
"2017-07-10 04",13.52,91.79,0
"2017-07-10 05",13.29,92.74,0
"2017-07-10 06",13.16,93,0
"2017-07-10 07",13.07,93.58,0
"2017-07-10 08",14.2,88.38,0
"2017-07-10 09",15.13,83.09,0
"2017-07-10 10",16.18,75.42,0
"2017-07-10 11",17.17,67.59,0
"2017-07-10 12",17.92,64.49,0
"2017-07-10 13",18.15,61.85,0
"2017-07-10 14",19.36,58.43,0
"2017-07-10 15",20.19,55.76,0
"2017-07-10 16",20.28,54.36,0
"2017-07-10 17",19.11,61.69,0.4
"2017-07-10 18",16.13,85.5,0.3
"2017-07-10 19",16.12,84.26,0
"2017-07-10 20",15.89,82.12,0
"2017-07-10 21",14.73,89.95,2.2
"2017-07-10 22",14.1,94.06,2
"2017-07-10 23",14.15,94.54,0.3
"2017-07-11 00",14.19,94.93,0
"2017-07-11 01",14.16,95.58,0
"2017-07-11 02",14.01,95.46,0
"2017-07-11 03",13.75,95.48,0
"2017-07-11 04",13.55,96.11,0.1
"2017-07-11 05",13.16,95.49,0
"2017-07-11 06",12.75,95.62,0
"2017-07-11 07",12.01,95.28,0
"2017-07-11 08",12.9,95.34,0
"2017-07-11 09",13.91,92.12,0
"2017-07-11 10",15.6,81.59,0
"2017-07-11 11",17.6,70.16,0
"2017-07-11 12",19.47,60.37,0
"2017-07-11 13",20.58,53.88,0
"2017-07-11 14",18.95,65.08,0.1
"2017-07-11 15",19.31,63.62,0
"2017-07-11 16",19.48,63.44,0.1
"2017-07-11 17",17.22,77.58,0.4
"2017-07-11 18",16.35,76.5,0.3
"2017-07-11 19",15.16,86.07,0.1
"2017-07-11 20",14.66,90.1,0.3
"2017-07-11 21",14.46,91.1,0.4
"2017-07-11 22",14.37,92.76,0
"2017-07-11 23",14.36,91.81,0
"2017-07-12 00",14.44,91.53,0
